TF (regulator),Gene (target)
JUNB,RSRC1
ZSCAN2,RSRC1
ID2,RSRC1
TBX6,RSRC1
ARID5B,RSRC1
LYAR,RSRC1
ZNF320,RSRC1
ASCL2,RSRC1
ZNF41,RSRC1
MTA1,RSRC1
ATF6,RSRC1
KLF6,RSRC1
ZNF576,RSRC1
HOPX,RSRC1
RUNX3,RSRC2
JUN,RSRC2
ZNF805,RSRC2
JUNB,RSRC2
LEF1,RSRC2
LYAR,RSRC2
FOS,RSRC2
ASCL2,RSRC2
KLF6,RSRC2
GRHL1,RSRC2
MYBL1,RSRC2
PLEK,RSRC2
ZNF683,RSRC2
MYSM1,RSRC2
HOPX,RSRC2
JUN,RWDD2B
JUNB,RWDD2B
MLXIP,RWDD2B
ARID2,RWDD2B
ZNF143,RWDD2B
TCF12,RWDD2B
CEBPD,RWDD2B
LEF1,RWDD2B
LYAR,RWDD2B
FOS,RWDD2B
DNAJC1,RWDD2B
FOXN2,RWDD2B
KLF6,RWDD2B
MYBL1,RWDD2B
HOPX,RWDD2B
ZNF773,RYK
JUN,RYK
JUNB,RYK
POU5F2,RYK
MLXIP,RYK
ARID2,RYK
CEBPD,RYK
ARNT,RYK
ZNF264,RYK
FOS,RYK
DNAJC1,RYK
ZNF576,RYK
PLEK,RYK
ZNF683,RYK
HOPX,RYK
BATF,S100A8
JUN,S100A8
JUNB,S100A8
ARID2,S100A8
CEBPD,S100A8
ZNF264,S100A8
LYAR,S100A8
FOS,S100A8
FOSB,S100A8
ZBTB38,S100A8
KLF6,S100A8
YEATS4,S100A8
IRF6,S100A8
PLEK,S100A8
HOPX,S100A8
BATF,S100A9
JUN,S100A9
JUNB,S100A9
BBX,S100A9
CEBPD,S100A9
AHCTF1,S100A9
LYAR,S100A9
MAFG,S100A9
ASCL2,S100A9
FOSB,S100A9
FOXK1,S100A9
FOS,S100A9
KLF6,S100A9
IRF6,S100A9
PLEK,S100A9
JUN,S100B
JUNB,S100B
ID2,S100B
SOX13,S100B
ARID5B,S100B
CEBPD,S100B
ZNF264,S100B
ZNF277,S100B
LYAR,S100B
WDHD1,S100B
FOS,S100B
KLF6,S100B
ZNF547,S100B
MYBL1,S100B
ZNF683,S100B
BATF,S1PR5
BAZ2A,S1PR5
JUN,S1PR5
JUNB,S1PR5
CEBPD,S1PR5
LYAR,S1PR5
ASCL2,S1PR5
ZNF41,S1PR5
MTA1,S1PR5
ZBTB38,S1PR5
ZNF576,S1PR5
PLEK,S1PR5
MYSM1,S1PR5
HMGB3,S1PR5
HOPX,S1PR5
PURA,SAT1
JUN,SAT1
JUNB,SAT1
ZFHX2,SAT1
ID2,SAT1
TBX1,SAT1
MAFB,SAT1
FOSB,SAT1
DNAJC1,SAT1
FOXN2,SAT1
KLF6,SAT1
ZNF532,SAT1
YEATS4,SAT1
ZNF683,SAT1
HOPX,SAT1
JUN,SCARF1
JUNB,SCARF1
BBX,SCARF1
ID2,SCARF1
MLXIP,SCARF1
CEBPD,SCARF1
LYAR,SCARF1
ZNF277,SCARF1
FOS,SCARF1
FOSB,SCARF1
DNAJC1,SCARF1
KLF6,SCARF1
PLEK,SCARF1
ZNF683,SCARF1
HOPX,SCARF1
JUN,SCML2
JUNB,SCML2
BBX,SCML2
ID2,SCML2
ZNF143,SCML2
ARID5B,SCML2
LEF1,SCML2
LYAR,SCML2
FOS,SCML2
ASCL2,SCML2
DNAJC1,SCML2
KLF6,SCML2
MYBL1,SCML2
ZNF683,SCML2
HOPX,SCML2
PURA,SCRN3
JUN,SCRN3
JUNB,SCRN3
ID2,SCRN3
ARID5B,SCRN3
CEBPD,SCRN3
FOS,SCRN3
ASCL2,SCRN3
FOSB,SCRN3
MTA1,SCRN3
KLF6,SCRN3
ZNF562,SCRN3
ZNF576,SCRN3
ZNF683,SCRN3
HOPX,SCRN3
BATF,SCUBE1
JUN,SCUBE1
JUNB,SCUBE1
BBX,SCUBE1
ID2,SCUBE1
ZNF143,SCUBE1
CEBPD,SCUBE1
LYAR,SCUBE1
FOS,SCUBE1
FOSB,SCUBE1
KLF6,SCUBE1
MYBL1,SCUBE1
PLEK,SCUBE1
ZNF683,SCUBE1
HOPX,SCUBE1
BATF,SDPR
PURA,SDPR
JUN,SDPR
JUNB,SDPR
ZSCAN2,SDPR
ZFHX3,SDPR
ID2,SDPR
BBX,SDPR
ZNF264,SDPR
LYAR,SDPR
FOS,SDPR
FOSB,SDPR
FOXK1,SDPR
MYSM1,SDPR
ZNF710,SDPR
BATF,SERP2
JUN,SERP2
SNAI3,SERP2
JUNB,SERP2
BBX,SERP2
CEBPD,SERP2
LYAR,SERP2
FOS,SERP2
DNAJC1,SERP2
MTA1,SERP2
KLF6,SERP2
PKNOX1,SERP2
GABPA,SERP2
ZNF683,SERP2
HOPX,SERP2
BATF,SF3B14
SNAI3,SF3B14
ZFHX3,SF3B14
JUNB,SF3B14
ZNF155,SF3B14
CEBPD,SF3B14
LEF1,SF3B14
NR4A1,SF3B14
DNAJC1,SF3B14
FOS,SF3B14
ZNF491,SF3B14
KLF6,SF3B14
ZNF576,SF3B14
ZBTB34,SF3B14
HOPX,SF3B14
BATF,SFSWAP
JUN,SFSWAP
JUNB,SFSWAP
BBX,SFSWAP
TBX6,SFSWAP
LYAR,SFSWAP
MAFB,SFSWAP
FOS,SFSWAP
ASCL2,SFSWAP
DNAJC1,SFSWAP
ZBTB38,SFSWAP
PKNOX1,SFSWAP
PLEK,SFSWAP
ZNF683,SFSWAP
HOPX,SFSWAP
BAZ2A,SGCB
RUNX3,SGCB
SNAI3,SGCB
JUNB,SGCB
ZSCAN2,SGCB
JUN,SGCB
ARID2,SGCB
CEBPD,SGCB
LEF1,SGCB
LYAR,SGCB
DNAJC1,SGCB
KLF6,SGCB
YEATS4,SGCB
PLEK,SGCB
HOPX,SGCB
BATF,SH3RF3-AS1
RUNX3,SH3RF3-AS1
JUN,SH3RF3-AS1
JUNB,SH3RF3-AS1
BBX,SH3RF3-AS1
ID2,SH3RF3-AS1
ZNF143,SH3RF3-AS1
LYAR,SH3RF3-AS1
FOS,SH3RF3-AS1
FOSB,SH3RF3-AS1
DNAJC1,SH3RF3-AS1
KLF6,SH3RF3-AS1
PLEK,SH3RF3-AS1
ZNF683,SH3RF3-AS1
HOPX,SH3RF3-AS1
JUN,SHCBP1
JUNB,SHCBP1
BBX,SHCBP1
ID2,SHCBP1
ZNF142,SHCBP1
ARID5B,SHCBP1
LYAR,SHCBP1
ZNF277,SHCBP1
ASCL2,SHCBP1
FOSB,SHCBP1
DNAJC1,SHCBP1
KLF6,SHCBP1
YEATS4,SHCBP1
ZNF683,SHCBP1
HOPX,SHCBP1
BATF,SIGLEC12
JUN,SIGLEC12
JUNB,SIGLEC12
BBX,SIGLEC12
ID2,SIGLEC12
CEBPD,SIGLEC12
LEF1,SIGLEC12
ZNF264,SIGLEC12
LYAR,SIGLEC12
FOS,SIGLEC12
FOSB,SIGLEC12
KLF6,SIGLEC12
PLEK,SIGLEC12
ZNF683,SIGLEC12
HOPX,SIGLEC12
JUN,SIPA1L1
JUNB,SIPA1L1
BBX,SIPA1L1
ID2,SIPA1L1
ARID5B,SIPA1L1
CEBPD,SIPA1L1
LYAR,SIPA1L1
FOS,SIPA1L1
DNAJC1,SIPA1L1
KLF6,SIPA1L1
ZNF532,SIPA1L1
YEATS4,SIPA1L1
ZNF618,SIPA1L1
PLEK,SIPA1L1
HOPX,SIPA1L1
BATF,SKIV2L2
JUNB,SKIV2L2
ZSCAN2,SKIV2L2
ID2,SKIV2L2
LEF1,SKIV2L2
LYAR,SKIV2L2
ZNF277,SKIV2L2
FOS,SKIV2L2
FOSB,SKIV2L2
KLF6,SKIV2L2
ZNF532,SKIV2L2
PKNOX1,SKIV2L2
ZNF562,SKIV2L2
ZNF660,SKIV2L2
HOPX,SKIV2L2
BATF,SLC10A5
JUN,SLC10A5
JUNB,SLC10A5
ID2,SLC10A5
ARID5B,SLC10A5
CEBPD,SLC10A5
LEF1,SLC10A5
LYAR,SLC10A5
FOS,SLC10A5
DNAJC1,SLC10A5
KLF6,SLC10A5
ZNF576,SLC10A5
PLEK,SLC10A5
ZNF683,SLC10A5
HOPX,SLC10A5
ZNF80,SLC17A9
JUN,SLC17A9
JUNB,SLC17A9
ID2,SLC17A9
MLXIP,SLC17A9
SOX13,SLC17A9
ARNT,SLC17A9
ZNF264,SLC17A9
LYAR,SLC17A9
FOS,SLC17A9
ASCL2,SLC17A9
FOSB,SLC17A9
ZNF41,SLC17A9
KLF6,SLC17A9
HOPX,SLC17A9
RUNX3,SLC23A3
JUN,SLC23A3
JUNB,SLC23A3
BBX,SLC23A3
ID2,SLC23A3
ID3,SLC23A3
ARID5B,SLC23A3
CEBPD,SLC23A3
LYAR,SLC23A3
FOS,SLC23A3
FOSB,SLC23A3
HIVEP3,SLC23A3
KLF6,SLC23A3
ZNF683,SLC23A3
HOPX,SLC23A3
BAZ2A,SLC25A26
JUN,SLC25A26
JUNB,SLC25A26
BBX,SLC25A26
ID2,SLC25A26
ARID2,SLC25A26
ZNF143,SLC25A26
ARNT,SLC25A26
LYAR,SLC25A26
THAP6,SLC25A26
MAFB,SLC25A26
MAFG,SLC25A26
FOXK1,SLC25A26
PLEK,SLC25A26
ZNF737,SLC25A26
BATF,SLC2A7
JUN,SLC2A7
JUNB,SLC2A7
ID2,SLC2A7
ZNF143,SLC2A7
ARID5B,SLC2A7
CEBPD,SLC2A7
LEF1,SLC2A7
LYAR,SLC2A7
FOS,SLC2A7
ZBTB38,SLC2A7
KLF6,SLC2A7
MYBL1,SLC2A7
PLEK,SLC2A7
HOPX,SLC2A7
BATF,SLC6A8
JUN,SLC6A8
JUNB,SLC6A8
BBX,SLC6A8
ID2,SLC6A8
CEBPD,SLC6A8
LEF1,SLC6A8
LYAR,SLC6A8
ZNF277,SLC6A8
MAFG,SLC6A8
DNAJC1,SLC6A8
FOS,SLC6A8
KLF6,SLC6A8
PLEK,SLC6A8
HOPX,SLC6A8
JUN,SLU7
BBX,SLU7
SNAI3,SLU7
JUNB,SLU7
CASZ1,SLU7
ZNF155,SLU7
CEBPD,SLU7
ZNF264,SLU7
LYAR,SLU7
FOSB,SLU7
DNAJC1,SLU7
MTA1,SLU7
KLF6,SLU7
PLEK,SLU7
MYSM1,SLU7
HOXA10,SMC5
RUNX3,SMC5
JUN,SMC5
JUNB,SMC5
ZNF618,SMC5
SOX13,SMC5
LEF1,SMC5
LYAR,SMC5
FOS,SMC5
ASCL2,SMC5
KLF6,SMC5
PKNOX1,SMC5
MYBL1,SMC5
GABPA,SMC5
HOPX,SMC5
JUN,SMTN
JUNB,SMTN
BBX,SMTN
ID2,SMTN
ARID2,SMTN
ZNF143,SMTN
MLXIP,SMTN
ARID5B,SMTN
LYAR,SMTN
ASCL2,SMTN
FOSB,SMTN
FOXN2,SMTN
KLF6,SMTN
YEATS4,SMTN
HOPX,SMTN
PURA,SMYD2
JUN,SMYD2
JUNB,SMYD2
BBX,SMYD2
TCF12,SMYD2
CEBPD,SMYD2
AHCTF1,SMYD2
ARNT,SMYD2
LYAR,SMYD2
ZNF277,SMYD2
ASCL2,SMYD2
DNAJC1,SMYD2
PKNOX1,SMYD2
PLEK,SMYD2
HOPX,SMYD2
BATF,SNX24
RUNX3,SNX24
JUN,SNX24
JUNB,SNX24
BBX,SNX24
HOPX,SNX24
ZSCAN31,SNX24
AHCTF1,SNX24
LYAR,SNX24
ASCL2,SNX24
FOSB,SNX24
FOXN2,SNX24
KLF6,SNX24
ZNF547,SNX24
ZNF710,SNX24
JUN,SOAT1
PLEK,SOAT1
ID2,SOAT1
MLXIP,SOAT1
CEBPD,SOAT1
AHCTF1,SOAT1
LYAR,SOAT1
THAP6,SOAT1
NR4A1,SOAT1
DNAJC1,SOAT1
FOS,SOAT1
YEATS4,SOAT1
MYBL1,SOAT1
GABPA,SOAT1
HOPX,SOAT1
RUNX3,SOCS4
JUN,SOCS4
JUNB,SOCS4
ZSCAN2,SOCS4
ID2,SOCS4
ZSCAN31,SOCS4
ZNF143,SOCS4
LEF1,SOCS4
FOSB,SOCS4
FOXK1,SOCS4
ZBTB38,SOCS4
ZNF576,SOCS4
PLEK,SOCS4
ZNF683,SOCS4
HOPX,SOCS4
JUN,SPIRE1
JUNB,SPIRE1
ZSCAN29,SPIRE1
ID2,SPIRE1
ARID2,SPIRE1
CEBPD,SPIRE1
LEF1,SPIRE1
LYAR,SPIRE1
FOS,SPIRE1
DNAJC1,SPIRE1
KLF6,SPIRE1
YEATS4,SPIRE1
PLEK,SPIRE1
ZNF683,SPIRE1
HOPX,SPIRE1
BATF,SPON2
JUN,SPON2
JUNB,SPON2
BBX,SPON2
MLXIP,SPON2
CASZ1,SPON2
ARNT,SPON2
FOS,SPON2
ASCL2,SPON2
FOXK1,SPON2
ZNF501,SPON2
PLEK,SPON2
ZNF683,SPON2
HOPX,SPON2
ZNF737,SPON2
JUNB,SPPL2A
ID2,SPPL2A
ZNF142,SPPL2A
TBX6,SPPL2A
ID3,SPPL2A
CEBPD,SPPL2A
LYAR,SPPL2A
FOS,SPPL2A
ASCL2,SPPL2A
FOSB,SPPL2A
HIVEP3,SPPL2A
DNAJC1,SPPL2A
ZNF532,SPPL2A
ZNF683,SPPL2A
ZBTB38,SPPL2A
JUN,SPR
JUNB,SPR
ID2,SPR
CEBPD,SPR
LEF1,SPR
LYAR,SPR
FOS,SPR
ASCL2,SPR
FOSB,SPR
FOXN2,SPR
DNAJC1,SPR
KLF6,SPR
MYBL1,SPR
PLEK,SPR
ZNF683,SPR
BATF,SPRED1
RUNX3,SPRED1
JUN,SPRED1
JUNB,SPRED1
ID2,SPRED1
CEBPD,SPRED1
LEF1,SPRED1
LYAR,SPRED1
FOS,SPRED1
FOSB,SPRED1
DNAJC1,SPRED1
KLF6,SPRED1
PLEK,SPRED1
ZNF683,SPRED1
HOPX,SPRED1
BATF,SPTLC3
JUN,SPTLC3
JUNB,SPTLC3
ID2,SPTLC3
CEBPD,SPTLC3
LEF1,SPTLC3
LYAR,SPTLC3
FOS,SPTLC3
FOSB,SPTLC3
DNAJC1,SPTLC3
HIVEP3,SPTLC3
KLF6,SPTLC3
MYBL1,SPTLC3
ZNF683,SPTLC3
HOPX,SPTLC3
PURA,SRFBP1
RUNX3,SRFBP1
HOXA9,SRFBP1
JUNB,SRFBP1
ZNF773,SRFBP1
ZSCAN29,SRFBP1
ID2,SRFBP1
LEF1,SRFBP1
LYAR,SRFBP1
FOS,SRFBP1
DNAJC1,SRFBP1
MTA1,SRFBP1
ZNF532,SRFBP1
MYBL1,SRFBP1
HOPX,SRFBP1
PURA,ST8SIA1
JUN,ST8SIA1
JUNB,ST8SIA1
BBX,ST8SIA1
ID2,ST8SIA1
ARID2,ST8SIA1
ZNF264,ST8SIA1
ZNF277,ST8SIA1
LYAR,ST8SIA1
FOS,ST8SIA1
FOSB,ST8SIA1
ZNF501,ST8SIA1
KLF6,ST8SIA1
PLEK,ST8SIA1
HOPX,ST8SIA1
BATF,STAG1
ZNF80,STAG1
JUN,STAG1
JUNB,STAG1
ZNF773,STAG1
ZNF264,STAG1
LYAR,STAG1
FOS,STAG1
DNAJC1,STAG1
FOXK1,STAG1
ZNF501,STAG1
KLF6,STAG1
PLEK,STAG1
HMGB3,STAG1
HOPX,STAG1
PURA,STARD5
JUN,STARD5
SNAI3,STARD5
JUNB,STARD5
ID2,STARD5
CASZ1,STARD5
ARID5B,STARD5
CEBPD,STARD5
LYAR,STARD5
MAFG,STARD5
ASCL2,STARD5
DNAJC1,STARD5
MTA1,STARD5
FOS,STARD5
KLF6,STARD5
BATF,STARD8
JUN,STARD8
JUNB,STARD8
ID2,STARD8
ARID5B,STARD8
CEBPD,STARD8
LYAR,STARD8
FOS,STARD8
ASCL2,STARD8
DNAJC1,STARD8
MTA1,STARD8
HIVEP3,STARD8
KLF6,STARD8
ZNF683,STARD8
HOPX,STARD8
BATF,STK24-AS1
JUN,STK24-AS1
JUNB,STK24-AS1
BBX,STK24-AS1
ID2,STK24-AS1
CEBPD,STK24-AS1
LEF1,STK24-AS1
LYAR,STK24-AS1
FOS,STK24-AS1
FOSB,STK24-AS1
DNAJC1,STK24-AS1
KLF6,STK24-AS1
PLEK,STK24-AS1
ZNF683,STK24-AS1
HOPX,STK24-AS1
JUN,STMN1
JUNB,STMN1
BBX,STMN1
ID3,STMN1
TBX6,STMN1
LEF1,STMN1
LYAR,STMN1
FOS,STMN1
ASCL2,STMN1
ATF6,STMN1
ZBTB38,STMN1
YEATS4,STMN1
ZNF683,STMN1
HMGB3,STMN1
HOPX,STMN1
BATF,STRIP2
JUN,STRIP2
JUNB,STRIP2
BBX,STRIP2
ID2,STRIP2
ARID5B,STRIP2
CEBPD,STRIP2
LEF1,STRIP2
LYAR,STRIP2
FOS,STRIP2
DNAJC1,STRIP2
KLF6,STRIP2
PLEK,STRIP2
ZNF683,STRIP2
HOPX,STRIP2
BAZ2A,STRN
JUN,STRN
JUNB,STRN
ID2,STRN
MLXIP,STRN
LYAR,STRN
FOS,STRN
DNAJC1,STRN
FOXN2,STRN
KLF6,STRN
PKNOX1,STRN
YEATS4,STRN
MYBL1,STRN
PLEK,STRN
HOPX,STRN
BATF,STS
BAZ2A,STS
JUN,STS
JUNB,STS
ID2,STS
CEBPD,STS
LEF1,STS
LYAR,STS
FOS,STS
DNAJC1,STS
KLF6,STS
PKNOX1,STS
PLEK,STS
ZNF683,STS
HOPX,STS
PURA,STXBP5
RUNX3,STXBP5
JUN,STXBP5
JUNB,STXBP5
BBX,STXBP5
ID2,STXBP5
ZNF143,STXBP5
LEF1,STXBP5
LYAR,STXBP5
ZNF277,STXBP5
FOS,STXBP5
ASCL2,STXBP5
DNAJC1,STXBP5
ZNF683,STXBP5
HOPX,STXBP5
BATF,STYK1
JUN,STYK1
JUNB,STYK1
BBX,STYK1
ID2,STYK1
ZNF142,STYK1
CEBPD,STYK1
LEF1,STYK1
LYAR,STYK1
FOS,STYK1
DNAJC1,STYK1
KLF6,STYK1
PLEK,STYK1
ZNF683,STYK1
HOPX,STYK1
ZNF773,SUDS3
JUN,SUDS3
JUNB,SUDS3
ID3,SUDS3
ZNF142,SUDS3
ARID5B,SUDS3
CEBPD,SUDS3
AHCTF1,SUDS3
MAFG,SUDS3
FOS,SUDS3
DNAJC1,SUDS3
MTA1,SUDS3
KLF6,SUDS3
MYSM1,SUDS3
ZNF710,SUDS3
ZNF80,SUPT4H1
JUN,SUPT4H1
JUNB,SUPT4H1
MLXIP,SUPT4H1
CASZ1,SUPT4H1
TCF12,SUPT4H1
LEF1,SUPT4H1
AHCTF1,SUPT4H1
LYAR,SUPT4H1
FOS,SUPT4H1
DNAJC1,SUPT4H1
HIVEP3,SUPT4H1
KLF6,SUPT4H1
ZNF683,SUPT4H1
HMGB3,SUPT4H1
JUN,SUV420H2
BBX,SUV420H2
SNAI3,SUV420H2
ZSCAN29,SUV420H2
JUNB,SUV420H2
CEBPD,SUV420H2
WDHD1,SUV420H2
FOS,SUV420H2
HIVEP3,SUV420H2
MTA1,SUV420H2
KLF6,SUV420H2
YEATS4,SUV420H2
ZNF576,SUV420H2
HOPX,SUV420H2
ZNF737,SUV420H2
ZNF773,SYAP1
JUN,SYAP1
JUNB,SYAP1
ID2,SYAP1
ID3,SYAP1
ARID5B,SYAP1
CEBPD,SYAP1
CENPA,SYAP1
LYAR,SYAP1
THAP6,SYAP1
DNAJC1,SYAP1
FOXK1,SYAP1
KLF6,SYAP1
ZNF683,SYAP1
ZNF684,SYAP1
JUN,SYNE2
JUNB,SYNE2
ID2,SYNE2
ARID2,SYNE2
ARID5B,SYNE2
CEBPD,SYNE2
LEF1,SYNE2
ARNT,SYNE2
LYAR,SYNE2
FOS,SYNE2
FOSB,SYNE2
DNAJC1,SYNE2
KLF6,SYNE2
PKNOX1,SYNE2
HOPX,SYNE2
BATF,SYT11
PURA,SYT11
JUN,SYT11
JUNB,SYT11
ID2,SYT11
SOX13,SYT11
CEBPD,SYT11
ZNF264,SYT11
FOS,SYT11
ZBTB38,SYT11
KLF6,SYT11
ZNF562,SYT11
ZNF576,SYT11
ZNF683,SYT11
HOPX,SYT11
ZNF773,SYTL3
BAZ2A,SYTL3
JUN,SYTL3
SNAI3,SYTL3
JUNB,SYTL3
BBX,SYTL3
ID2,SYTL3
MLXIP,SYTL3
CEBPD,SYTL3
LYAR,SYTL3
FOS,SYTL3
HIVEP3,SYTL3
KLF6,SYTL3
ZNF618,SYTL3
PLEK,SYTL3
JUN,TAC3
JUNB,TAC3
BBX,TAC3
ID2,TAC3
ID3,TAC3
CEBPD,TAC3
LEF1,TAC3
LYAR,TAC3
ZNF277,TAC3
FOS,TAC3
DNAJC1,TAC3
KLF6,TAC3
PLEK,TAC3
ZNF683,TAC3
HOPX,TAC3
ZNF773,TAF13
JUN,TAF13
JUNB,TAF13
BBX,TAF13
ID2,TAF13
ARNT,TAF13
LYAR,TAF13
NR4A1,TAF13
FOS,TAF13
KLF6,TAF13
ZNF576,TAF13
MYBL1,TAF13
PLEK,TAF13
ZNF683,TAF13
HOPX,TAF13
JUN,TAS2R14
JUNB,TAS2R14
ID2,TAS2R14
ID3,TAS2R14
CEBPD,TAS2R14
LEF1,TAS2R14
LYAR,TAS2R14
FOS,TAS2R14
ASCL2,TAS2R14
ATF6,TAS2R14
KLF6,TAS2R14
MYBL1,TAS2R14
PLEK,TAS2R14
ZNF683,TAS2R14
ZBTB38,TAS2R14
BATF,TATDN2
HOPX,TATDN2
JUNB,TATDN2
SOX13,TATDN2
ID3,TATDN2
ZNF155,TATDN2
ARID5B,TATDN2
LYAR,TATDN2
FOS,TATDN2
FOXN2,TATDN2
KLF6,TATDN2
YEATS4,TATDN2
PLEK,TATDN2
ZBTB34,TATDN2
ZNF710,TATDN2
BATF,TBCEL
JUN,TBCEL
JUNB,TBCEL
ID2,TBCEL
ZNF143,TBCEL
TCF12,TBCEL
CEBPD,TBCEL
LYAR,TBCEL
ZNF277,TBCEL
FOS,TBCEL
ASCL2,TBCEL
FOSB,TBCEL
KLF6,TBCEL
ZNF684,TBCEL
HOPX,TBCEL
PURA,TCAIM
BAZ2A,TCAIM
BBX,TCAIM
JUNB,TCAIM
ZFHX3,TCAIM
CEBPD,TCAIM
LEF1,TCAIM
LYAR,TCAIM
MTA1,TCAIM
ZBTB38,TCAIM
KLF6,TCAIM
IRF6,TCAIM
PLEK,TCAIM
GABPA,TCAIM
HOPX,TCAIM
E2F5,TCHP
JUN,TCHP
JUNB,TCHP
POU5F2,TCHP
ARID2,TCHP
ZNF143,TCHP
ZNF234,TCHP
ZNF264,TCHP
LYAR,TCHP
ASCL2,TCHP
ZNF41,TCHP
ZNF547,TCHP
ZNF562,TCHP
ZNF576,TCHP
GABPA,TCHP
JUN,TCL1A
SNAI3,TCL1A
ZSCAN2,TCL1A
ID2,TCL1A
ID3,TCL1A
ZNF142,TCL1A
ARNT,TCL1A
ZNF264,TCL1A
LYAR,TCL1A
NR4A1,TCL1A
DNAJC1,TCL1A
ATF6,TCL1A
KLF6,TCL1A
PLEK,TCL1A
HOPX,TCL1A
RUNX3,TGFBI
JUN,TGFBI
JUNB,TGFBI
ZNF143,TGFBI
CEBPD,TGFBI
AHCTF1,TGFBI
LYAR,TGFBI
FOS,TGFBI
FOSB,TGFBI
DNAJC1,TGFBI
KLF6,TGFBI
MYBL1,TGFBI
PLEK,TGFBI
ZNF683,TGFBI
HOPX,TGFBI
E2F5,TGS1
JUN,TGS1
JUNB,TGS1
ID2,TGS1
TBX6,TGS1
CEBPD,TGS1
LYAR,TGS1
NR4A1,TGS1
ASCL2,TGS1
DNAJC1,TGS1
FOSB,TGS1
KLF6,TGS1
ZNF576,TGS1
ZNF683,TGS1
HOPX,TGS1
BATF,TIA1
ZNF773,TIA1
JUN,TIA1
SNAI3,TIA1
JUNB,TIA1
ARID5B,TIA1
ARNT,TIA1
FOS,TIA1
DNAJC1,TIA1
ZNF41,TIA1
FOXN2,TIA1
ZNF576,TIA1
PLEK,TIA1
ZNF684,TIA1
HOPX,TIA1
JUN,TIGD2
JUNB,TIGD2
ID2,TIGD2
ZNF143,TIGD2
LYAR,TIGD2
ZNF277,TIGD2
FOS,TIGD2
FOSB,TIGD2
FOXN2,TIGD2
ATF6,TIGD2
YEATS4,TIGD2
MYBL1,TIGD2
PLEK,TIGD2
ZNF683,TIGD2
HOPX,TIGD2
ZNF773,TIGD4
JUN,TIGD4
JUNB,TIGD4
ID2,TIGD4
CEBPD,TIGD4
LEF1,TIGD4
LYAR,TIGD4
FOS,TIGD4
DNAJC1,TIGD4
MTA1,TIGD4
ZNF470,TIGD4
KLF6,TIGD4
PLEK,TIGD4
ZNF683,TIGD4
HOPX,TIGD4
ZNF773,TIGIT
RUNX3,TIGIT
JUN,TIGIT
JUNB,TIGIT
ARID2,TIGIT
CEBPD,TIGIT
ZNF234,TIGIT
LYAR,TIGIT
FOS,TIGIT
DNAJC1,TIGIT
KLF6,TIGIT
PLEK,TIGIT
MYSM1,TIGIT
ZBTB38,TIGIT
ZNF737,TIGIT
BATF,TIMM21
ZNF773,TIMM21
JUN,TIMM21
JUNB,TIMM21
ZSCAN2,TIMM21
ZSCAN29,TIMM21
ID2,TIMM21
ID3,TIMM21
ZNF155,TIMM21
LYAR,TIMM21
THAP6,TIMM21
FOS,TIMM21
KLF6,TIMM21
GABPA,TIMM21
ZNF683,TIMM21
JUN,TIMP2
JUNB,TIMP2
BBX,TIMP2
ARID5B,TIMP2
LEF1,TIMP2
LYAR,TIMP2
ZNF277,TIMP2
FOS,TIMP2
ASCL2,TIMP2
HIVEP3,TIMP2
FOXN2,TIMP2
KLF6,TIMP2
ZNF576,TIMP2
ZNF683,TIMP2
HOPX,TIMP2
BAZ2A,TKTL1
JUN,TKTL1
RUNX3,TKTL1
ZSCAN2,TKTL1
JUNB,TKTL1
ZNF143,TKTL1
LYAR,TKTL1
DNAJC1,TKTL1
ZNF470,TKTL1
ZBTB38,TKTL1
PLEK,TKTL1
GABPA,TKTL1
ZNF683,TKTL1
ZNF684,TKTL1
HOPX,TKTL1
JUN,TLDC1
JUNB,TLDC1
ZFHX3,TLDC1
ID2,TLDC1
ARID5B,TLDC1
LYAR,TLDC1
FOSB,TLDC1
FOXK1,TLDC1
MYSM1,TLDC1
ATF6,TLDC1
KLF6,TLDC1
ZNF562,TLDC1
ZNF683,TLDC1
ZNF684,TLDC1
HOPX,TLDC1
JUN,TLK1
JUNB,TLK1
ZSCAN2,TLK1
ZFHX2,TLK1
ID2,TLK1
BBX,TLK1
ZNF143,TLK1
CEBPD,TLK1
ARNT,TLK1
ZNF311,TLK1
FOS,TLK1
HIVEP3,TLK1
KLF6,TLK1
MYBL1,TLK1
HOPX,TLK1
BAZ2A,TMCO3
JUN,TMCO3
ZNF80,TMCO3
ID2,TMCO3
ZNF155,TMCO3
AHCTF1,TMCO3
LYAR,TMCO3
ZNF277,TMCO3
ASCL2,TMCO3
HIVEP3,TMCO3
MTA1,TMCO3
KLF6,TMCO3
GABPA,TMCO3
ZNF683,TMCO3
HOPX,TMCO3
JUN,TMED5
JUNB,TMED5
MLXIP,TMED5
ARID5B,TMED5
ARNT,TMED5
ZNF234,TMED5
LYAR,TMED5
MAFB,TMED5
DNAJC1,TMED5
MTA1,TMED5
ZBTB38,TMED5
KLF6,TMED5
PKNOX1,TMED5
ZBTB34,TMED5
HOPX,TMED5
RUNX3,TMEM107
JUN,TMEM107
HOXA9,TMEM107
POU5F2,TMEM107
HOPX,TMEM107
ARID5B,TMEM107
TCF12,TMEM107
LYAR,TMEM107
WDHD1,TMEM107
FOSB,TMEM107
FOS,TMEM107
KLF6,TMEM107
PKNOX1,TMEM107
ZNF562,TMEM107
